"Firms","Date","Analyst_Company","Opinions","Price"
"4914","CenterPoint Energy Inc.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"4915","CenterPoint Energy Inc.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"4916","CenterPoint Energy Inc.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"4917","CenterPoint Energy Inc.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"4918","CenterPoint Energy Inc.","07/10/23","Barclays Capital","Maintained Sell","$93"
"4919","CenterPoint Energy Inc.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"4920","CenterPoint Energy Inc.","06/01/23","UBS","Maintained Hold","$95"
"4921","CenterPoint Energy Inc.","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"4922","CenterPoint Energy Inc.","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"4923","CenterPoint Energy Inc.","04/26/23","Morgan Stanley","Maintained Sell","$102"
"4924","CenterPoint Energy Inc.","04/19/23","Morgan Stanley","Maintained Sell","$103"
"4925","CenterPoint Energy Inc.","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"4926","CenterPoint Energy Inc.","04/06/23","Barclays Capital","Maintained Sell","$103"
"4927","CenterPoint Energy Inc.","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"4928","CenterPoint Energy Inc.","03/22/23","Barclays Capital","Maintained Sell","$105"
"4929","CenterPoint Energy Inc.","01/26/23","Mizuho","Maintained Hold","$120"
"4930","CenterPoint Energy Inc.","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"4931","CenterPoint Energy Inc.","01/25/23","Barclays Capital","Maintained Sell","$122"
"4932","CenterPoint Energy Inc.","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"4933","CenterPoint Energy Inc.","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"4934","CenterPoint Energy Inc.","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"4935","CenterPoint Energy Inc.","10/26/22","Mizuho","Maintained Hold","$130"
"4936","CenterPoint Energy Inc.","10/26/22","Morgan Stanley","Maintained Sell","$110"
"4937","CenterPoint Energy Inc.","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"4938","CenterPoint Energy Inc.","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"4939","CenterPoint Energy Inc.","10/13/22","Deutsche Bank","Maintained Hold","$126"
"4940","CenterPoint Energy Inc.","10/12/22","Morgan Stanley","Maintained Sell","$108"
"4941","CenterPoint Energy Inc.","10/11/22","Goldman Sachs","Maintained Hold","$129"
"4942","CenterPoint Energy Inc.","10/03/22","Barclays Capital","Maintained Sell","$130"
"4943","CenterPoint Energy Inc.","09/09/22","UBS","Upgraded to Hold","$126"
"4944","CenterPoint Energy Inc.","09/09/22","Deutsche Bank","Maintained Hold","$127"
"4945","CenterPoint Energy Inc.","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"4946","CenterPoint Energy Inc.","07/27/22","Credit Suisse","Maintained Hold","$160"
"4947","CenterPoint Energy Inc.","07/27/22","Deutsche Bank","Maintained Hold","$148"
"4948","CenterPoint Energy Inc.","07/27/22","Morgan Stanley","Maintained Sell","$131"
"4949","CenterPoint Energy Inc.","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"4950","CenterPoint Energy Inc.","07/27/22","Mizuho","Maintained Hold","$140"
"4951","CF Industries Holdings Inc","10/25/23","J.P. Morgan","Maintained Hold","$105"
"4952","CF Industries Holdings Inc","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"4953","CF Industries Holdings Inc","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"4954","CF Industries Holdings Inc","10/25/23","Barclays Capital","Maintained Sell","$98"
"4955","CF Industries Holdings Inc","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"4956","CF Industries Holdings Inc","09/15/23","HSBC","Maintained Sell","$109"
"4957","CF Industries Holdings Inc","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"4958","CF Industries Holdings Inc","08/29/23","Mizuho","Maintained Hold","$120"
"4959","CF Industries Holdings Inc","08/29/23","Wolfe Research","Upgraded to Hold",""
"4960","CF Industries Holdings Inc","07/26/23","Morgan Stanley","Maintained Sell","$102"
"4961","CF Industries Holdings Inc","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"4962","CF Industries Holdings Inc","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"4963","CF Industries Holdings Inc","07/14/23","Morgan Stanley","Maintained Sell","$100"
"4964","CF Industries Holdings Inc","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"4965","CF Industries Holdings Inc","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"4966","CF Industries Holdings Inc","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"4967","CF Industries Holdings Inc","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"4968","CF Industries Holdings Inc","07/10/23","Barclays Capital","Maintained Sell","$93"
"4969","CF Industries Holdings Inc","06/27/23","Morgan Stanley","Maintained Sell","$100"
"4970","CF Industries Holdings Inc","06/01/23","UBS","Maintained Hold","$95"
"4971","CF Industries Holdings Inc","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"4972","CF Industries Holdings Inc","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"4973","CF Industries Holdings Inc","04/26/23","Morgan Stanley","Maintained Sell","$102"
"4974","CF Industries Holdings Inc","04/19/23","Morgan Stanley","Maintained Sell","$103"
"4975","CF Industries Holdings Inc","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"4976","CF Industries Holdings Inc","04/06/23","Barclays Capital","Maintained Sell","$103"
"4977","CF Industries Holdings Inc","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"4978","CF Industries Holdings Inc","03/22/23","Barclays Capital","Maintained Sell","$105"
"4979","CF Industries Holdings Inc","01/26/23","Mizuho","Maintained Hold","$120"
"4980","CF Industries Holdings Inc","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"4981","CF Industries Holdings Inc","01/25/23","Barclays Capital","Maintained Sell","$122"
"4982","CF Industries Holdings Inc","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"4983","CF Industries Holdings Inc","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"4984","CF Industries Holdings Inc","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"4985","CF Industries Holdings Inc","10/26/22","Mizuho","Maintained Hold","$130"
"4986","CF Industries Holdings Inc","10/26/22","Morgan Stanley","Maintained Sell","$110"
"4987","CF Industries Holdings Inc","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"4988","CF Industries Holdings Inc","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"4989","CF Industries Holdings Inc","10/13/22","Deutsche Bank","Maintained Hold","$126"
"4990","CF Industries Holdings Inc","10/12/22","Morgan Stanley","Maintained Sell","$108"
"4991","CF Industries Holdings Inc","10/11/22","Goldman Sachs","Maintained Hold","$129"
"4992","CF Industries Holdings Inc","10/03/22","Barclays Capital","Maintained Sell","$130"
"4993","CF Industries Holdings Inc","09/09/22","UBS","Upgraded to Hold","$126"
"4994","CF Industries Holdings Inc","09/09/22","Deutsche Bank","Maintained Hold","$127"
"4995","CF Industries Holdings Inc","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"4996","CF Industries Holdings Inc","07/27/22","Credit Suisse","Maintained Hold","$160"
"4997","CF Industries Holdings Inc","07/27/22","Deutsche Bank","Maintained Hold","$148"
"4998","CF Industries Holdings Inc","07/27/22","Morgan Stanley","Maintained Sell","$131"
"4999","CF Industries Holdings Inc","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"5000","CF Industries Holdings Inc","07/27/22","Mizuho","Maintained Hold","$140"
"5001","Charles River Laboratories International Inc.","10/25/23","J.P. Morgan","Maintained Hold","$105"
"5002","Charles River Laboratories International Inc.","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"5003","Charles River Laboratories International Inc.","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"5004","Charles River Laboratories International Inc.","10/25/23","Barclays Capital","Maintained Sell","$98"
"5005","Charles River Laboratories International Inc.","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"5006","Charles River Laboratories International Inc.","09/15/23","HSBC","Maintained Sell","$109"
"5007","Charles River Laboratories International Inc.","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"5008","Charles River Laboratories International Inc.","08/29/23","Mizuho","Maintained Hold","$120"
"5009","Charles River Laboratories International Inc.","08/29/23","Wolfe Research","Upgraded to Hold",""
"5010","Charles River Laboratories International Inc.","07/26/23","Morgan Stanley","Maintained Sell","$102"
"5011","Charles River Laboratories International Inc.","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"5012","Charles River Laboratories International Inc.","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"5013","Charles River Laboratories International Inc.","07/14/23","Morgan Stanley","Maintained Sell","$100"
"5014","Charles River Laboratories International Inc.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"5015","Charles River Laboratories International Inc.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"5016","Charles River Laboratories International Inc.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"5017","Charles River Laboratories International Inc.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"5018","Charles River Laboratories International Inc.","07/10/23","Barclays Capital","Maintained Sell","$93"
"5019","Charles River Laboratories International Inc.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"5020","Charles River Laboratories International Inc.","06/01/23","UBS","Maintained Hold","$95"
"5021","Charles River Laboratories International Inc.","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"5022","Charles River Laboratories International Inc.","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"5023","Charles River Laboratories International Inc.","04/26/23","Morgan Stanley","Maintained Sell","$102"
"5024","Charles River Laboratories International Inc.","04/19/23","Morgan Stanley","Maintained Sell","$103"
"5025","Charles River Laboratories International Inc.","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"5026","Charles River Laboratories International Inc.","04/06/23","Barclays Capital","Maintained Sell","$103"
"5027","Charles River Laboratories International Inc.","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"5028","Charles River Laboratories International Inc.","03/22/23","Barclays Capital","Maintained Sell","$105"
"5029","Charles River Laboratories International Inc.","01/26/23","Mizuho","Maintained Hold","$120"
"5030","Charles River Laboratories International Inc.","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"5031","Charles River Laboratories International Inc.","01/25/23","Barclays Capital","Maintained Sell","$122"
"5032","Charles River Laboratories International Inc.","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"5033","Charles River Laboratories International Inc.","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"5034","Charles River Laboratories International Inc.","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"5035","Charles River Laboratories International Inc.","10/26/22","Mizuho","Maintained Hold","$130"
"5036","Charles River Laboratories International Inc.","10/26/22","Morgan Stanley","Maintained Sell","$110"
"5037","Charles River Laboratories International Inc.","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"5038","Charles River Laboratories International Inc.","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"5039","Charles River Laboratories International Inc.","10/13/22","Deutsche Bank","Maintained Hold","$126"
"5040","Charles River Laboratories International Inc.","10/12/22","Morgan Stanley","Maintained Sell","$108"
"5041","Charles River Laboratories International Inc.","10/11/22","Goldman Sachs","Maintained Hold","$129"
"5042","Charles River Laboratories International Inc.","10/03/22","Barclays Capital","Maintained Sell","$130"
"5043","Charles River Laboratories International Inc.","09/09/22","UBS","Upgraded to Hold","$126"
"5044","Charles River Laboratories International Inc.","09/09/22","Deutsche Bank","Maintained Hold","$127"
"5045","Charles River Laboratories International Inc.","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"5046","Charles River Laboratories International Inc.","07/27/22","Credit Suisse","Maintained Hold","$160"
"5047","Charles River Laboratories International Inc.","07/27/22","Deutsche Bank","Maintained Hold","$148"
"5048","Charles River Laboratories International Inc.","07/27/22","Morgan Stanley","Maintained Sell","$131"
"5049","Charles River Laboratories International Inc.","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"5050","Charles River Laboratories International Inc.","07/27/22","Mizuho","Maintained Hold","$140"
"5051","Charles Schwab","10/25/23","J.P. Morgan","Maintained Hold","$105"
"5052","Charles Schwab","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"5053","Charles Schwab","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"5054","Charles Schwab","10/25/23","Barclays Capital","Maintained Sell","$98"
"5055","Charles Schwab","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"5056","Charles Schwab","09/15/23","HSBC","Maintained Sell","$109"
"5057","Charles Schwab","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"5058","Charles Schwab","08/29/23","Mizuho","Maintained Hold","$120"
"5059","Charles Schwab","08/29/23","Wolfe Research","Upgraded to Hold",""
"5060","Charles Schwab","07/26/23","Morgan Stanley","Maintained Sell","$102"
"5061","Charles Schwab","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"5062","Charles Schwab","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"5063","Charles Schwab","07/14/23","Morgan Stanley","Maintained Sell","$100"
"5064","Charles Schwab","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"5065","Charles Schwab","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"5066","Charles Schwab","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"5067","Charles Schwab","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"5068","Charles Schwab","07/10/23","Barclays Capital","Maintained Sell","$93"
"5069","Charles Schwab","06/27/23","Morgan Stanley","Maintained Sell","$100"
"5070","Charles Schwab","06/01/23","UBS","Maintained Hold","$95"
"5071","Charles Schwab","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"5072","Charles Schwab","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"5073","Charles Schwab","04/26/23","Morgan Stanley","Maintained Sell","$102"
"5074","Charles Schwab","04/19/23","Morgan Stanley","Maintained Sell","$103"
"5075","Charles Schwab","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"5076","Charles Schwab","04/06/23","Barclays Capital","Maintained Sell","$103"
"5077","Charles Schwab","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"5078","Charles Schwab","03/22/23","Barclays Capital","Maintained Sell","$105"
"5079","Charles Schwab","01/26/23","Mizuho","Maintained Hold","$120"
"5080","Charles Schwab","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"5081","Charles Schwab","01/25/23","Barclays Capital","Maintained Sell","$122"
"5082","Charles Schwab","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"5083","Charles Schwab","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"5084","Charles Schwab","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"5085","Charles Schwab","10/26/22","Mizuho","Maintained Hold","$130"
"5086","Charles Schwab","10/26/22","Morgan Stanley","Maintained Sell","$110"
"5087","Charles Schwab","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"5088","Charles Schwab","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"5089","Charles Schwab","10/13/22","Deutsche Bank","Maintained Hold","$126"
"5090","Charles Schwab","10/12/22","Morgan Stanley","Maintained Sell","$108"
"5091","Charles Schwab","10/11/22","Goldman Sachs","Maintained Hold","$129"
"5092","Charles Schwab","10/03/22","Barclays Capital","Maintained Sell","$130"
"5093","Charles Schwab","09/09/22","UBS","Upgraded to Hold","$126"
"5094","Charles Schwab","09/09/22","Deutsche Bank","Maintained Hold","$127"
"5095","Charles Schwab","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"5096","Charles Schwab","07/27/22","Credit Suisse","Maintained Hold","$160"
"5097","Charles Schwab","07/27/22","Deutsche Bank","Maintained Hold","$148"
"5098","Charles Schwab","07/27/22","Morgan Stanley","Maintained Sell","$131"
"5099","Charles Schwab","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"5100","Charles Schwab","07/27/22","Mizuho","Maintained Hold","$140"
"5101","Charter Inc (A) (Charter Communications)","10/25/23","J.P. Morgan","Maintained Hold","$105"
"5102","Charter Inc (A) (Charter Communications)","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"5103","Charter Inc (A) (Charter Communications)","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"5104","Charter Inc (A) (Charter Communications)","10/25/23","Barclays Capital","Maintained Sell","$98"
"5105","Charter Inc (A) (Charter Communications)","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"5106","Charter Inc (A) (Charter Communications)","09/15/23","HSBC","Maintained Sell","$109"
"5107","Charter Inc (A) (Charter Communications)","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"5108","Charter Inc (A) (Charter Communications)","08/29/23","Mizuho","Maintained Hold","$120"
"5109","Charter Inc (A) (Charter Communications)","08/29/23","Wolfe Research","Upgraded to Hold",""
"5110","Charter Inc (A) (Charter Communications)","07/26/23","Morgan Stanley","Maintained Sell","$102"
"5111","Charter Inc (A) (Charter Communications)","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"5112","Charter Inc (A) (Charter Communications)","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"5113","Charter Inc (A) (Charter Communications)","07/14/23","Morgan Stanley","Maintained Sell","$100"
"5114","Charter Inc (A) (Charter Communications)","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"5115","Charter Inc (A) (Charter Communications)","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"5116","Charter Inc (A) (Charter Communications)","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"5117","Charter Inc (A) (Charter Communications)","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"5118","Charter Inc (A) (Charter Communications)","07/10/23","Barclays Capital","Maintained Sell","$93"
"5119","Charter Inc (A) (Charter Communications)","06/27/23","Morgan Stanley","Maintained Sell","$100"
